id	lon	lat	country	campname
10889	38.783591	56.7351924	RSFSR	RSFSR/ Jaroslawl/ Pereslawl-Salesski/ -
10890	38.783591	56.7351924	RSFSR	RSFSR/ Jaroslawl/ Pereslawl-Salesski/ -
10891	38.783591	56.7351924	RSFSR	RSFSR/Jaroslawl/ - / Pereslawl-Salesski, Berendejewo
10892	38.783591	56.7351924	RSFSR	RSFSR/ Jaroslawl/ Pereslawl-Salesski/ Chmelniki
10893	38.783591	56.7351924	RSFSR	RSFSR/Jaroslawl/ -/ Pereslawl-Salesski, Karasch
10894	38.783591	56.7351924	RSFSR	RSFSR/ Jaroslawl/ Pereslawl-Salesski/ Rogosinino
10895	38.783591	56.7351924	RSFSR	RSFSR/ Jaroslawl/ Pereslawl-Salesski/ Ussolje
10896	39.2712682	57.002674	RSFSR	RSFSR/ Jaroslawl/ - / Petrowsk
10897	39.2712682	57.002674	RSFSR	RSFSR/ Jaroslawl/ - / Petrowsk
10898	41.2555592	57.3802391	RSFSR	RSFSR/ Jaroslawl/ - / PriwoLshje
10899	39.3110826	57.431744	RSFSR	RSFSR/Jaroslawl/-/ Rodionowo
10900	38.84259	58.0446	RSFSR	RSFSR/ JarosLawl/ - / Rybinsk
10901	38.84259	58.0446	RSFSR	RSFSR/ JaroslawL/ - / Rybinsk
10902	38.84259	58.0446	RSFSR	RSFSR/ Jaroslawl/ - / Rybinsk
10903	38.84259	58.0446	RSFSR	RSFSR/ Jaroslawl/ - / Rybinsk
10904	38.84259	58.0446	RSFSR	RSFSR/ Jaroslawl/ - / Rybinsk
10905	38.84259	58.0446	RSFSR	RSFSR/Jaroslawl/ - / Rybinsk
10906	38.3308361	57.5247896	RSFSR	RSFSR/ Jaroslawl/ - / Rybinsk, Uglitsch
10907	38.2257719	57.9338303	RSFSR	RSFSR/ Jaroslawl/ - / Schestichino
10908	38.2257719	57.9338303	RSFSR	RSFSR/Jaroslawl/ - / Schestichino
10909	39.5843409	57.6521488	RSFSR	RSFSR/Jaroslawl/-/ Schtschelkanskoje Torfopredprijatije
10910	39.516554	57.2966624	RSFSR	RSFSR/Jaroslawl/ -/ Semibratowo
10911	39.2942097	56.9039835	RSFSR	RSFSR/Jaroslawl/ - / Silnizy
10912	39.2942097	56.9039835	RSFSR	RSFSR/ Jaroslawl/ - / Silnizy
10913	39.2942097	56.9039835	RSFSR	RSFSR/ Jaroslawl/ - / Silnizy
10914	37.0092802	57.7252537	RSFSR	RSFSR/ Jaroslawl/-/ Suprotiwny
10915	38.6122452	57.9939062	RSFSR	RSFSR/Jaroslawl/-/ Tichmenewo
10916	38.6122452	57.9939062	RSFSR	RSFSR/ Jaroslawl/ - / Tichmenewo
10917	39.5333394	57.8675746	RSFSR	RSFSR/ Jaroslawl/ - / Tutajew
10918	38.3308361	57.5247896	RSFSR	RSFSR/ Jaroslawl/ - / UgLitsch
10919	38.3308361	57.5247896	RSFSR	RSFSR/ Jaroslawl/ - / UgLitsch
10920	38.3308361	57.5247896	RSFSR	RSFSR/ Jaroslawl/ - / UgLitsch
10921	38.3308361	57.5247896	RSFSR	RSFSR/Jaroslawl/ - / UgLitsch
10922	38.3308361	57.5247896	RSFSR	RSFSR/ Jaroslawl/ - / UgLitsch
10923	38.3308361	57.5247896	RSFSR	RSFSR/ Jaroslawl/ - / UgLitsch
10924	38.3308361	57.5247896	RSFSR	RSFSR/ Jaroslawl/ UgLitsch/ Tschernizyno
10925	39.0342468	57.8145471	RSFSR	RSFSR/ Jaroslawl/ - / WauLowo
10926	39.0342468	57.8145471	RSFSR	RSFSR/ Jaroslawl/ - / WauLowo
10927	39.0342468	57.8145471	RSFSR	RSFSR/ Jaroslawl/ - / Waulowo
10928	37.0092802	57.7252537	RSFSR	RSFSR/ Jaroslawl/ - / Wspolje
10929	37.0092802	57.7252537	RSFSR	RSFSR/ Jaroslawl/ - / Wspolje
10930	43.5628498	43.3932469	RSFSR	RSFSR/ Kabardinien-Balkarien/
10931	43.5628498	43.3932469	RSFSR	RSFSR/ Kabardinien-Balkarien/ - / Aksaut-Gretscheski
10932	43.6045132	43.4949918	RSFSR	RSFSR/ Kabardinien-Balkarien/ - / ltschik
10933	43.6045132	43.4949918	RSFSR	RSFSR/ Kabardinien-Balkarien/ -/ ltschik
10934	43.6045132	43.4949918	RSFSR	RSFSR/ Kabardinien-Balkarien/ ltschik/ Kenshe
10935	35.87603	56.86049	RSFSR	RSFSR/-/-/Kalinin
10936	35.87603	56.86049	RSFSR	RSFSR/-/-/ Kalinin
10937	35.87603	56.86049	RSFSR	RSFSR/-/-/Kalinin
10938	35.87603	56.86049	RSFSR	RSFSR/-/ -/Kalinin
10939	35.87603	56.86049	RSFSR	RSFSR/Kalinin/-/ Akademitscheskaja
10940	36.69651	57.78506	RSFSR	RSFSR/ Kalinin/ - / Beshezk
10941	36.69651	57.78506	RSFSR	RSFSR/ Kalinin/ - / Beshezk
10942	34.5642592	57.5836032	RSFSR	RSFSR/ Kalinin/ - / Beshezk, Wyschni Wolotschok
10943	34.0847488	57.8782064	RSFSR	RSFSR/ Kalinin/ - / Bologoje
10944	33.6863824	57.4795643	RSFSR	RSFSR/ Kalinin/ Firowo/ Firowo
10945	36.115	56.78055	RSFSR	RSFSR/ Kalinin/ Kalinin/ Emmaus
10946	35.7493879	56.8595547	RSFSR	RSFSR/ Kalinin/ Kalinin/ Wassiljewski Moch
10947	35.7493879	56.8595547	RSFSR	RSFSR/ Kalinin/ - / Kalinin, Wyschni Wolotschok, Spass-Saulok
10948	37.3598916	56.8603977	RSFSR	RSFSR/ Kalinin/ - / Kimry
10949	36.7733099	56.6965089	RSFSR	RSFSR/ Kalinin/ - / Kokowo
10950	36.7733099	56.6965089	RSFSR	RSFSR/ Kalinin/ - / Kokowo
10951	36.7733099	56.6965089	RSFSR	RSFSR/ Kalinin/ - / Kokowo
10952	36.7733099	56.6965089	RSFSR	RSFSR/ Kalinin/ - / Kokowo
10953	36.7733099	56.6965089	RSFSR	RSFSR/ Kalinin/ - / Kokowo
10954	36.7733099	56.6965089	RSFSR	RSFSR/ Kalinin/ - / Kokowo
10955	36.7733099	56.6965089	RSFSR	RSFSR/ Kalinin/ - / Kokowo, Bologoje, Ostaschkow 
10956	34.17252	57.02953	RSFSR	RSFSR/ Kalinin/ - / Kuwschinowo 
10957	34.17252	57.02953	RSFSR	RSFSR/ Kalinin/ - / Kuwschinowo 
10958	34.17252	57.02953	RSFSR	RSFSR/ Kalinin/ -/ Kuwschinowo 
10959	34.2080287	56.4012265	RSFSR	RSFSR/ Kalinin/ - / Leontjewo
10960	34.2080287	56.4012265	RSFSR	RSFSR/ Kalinin/ - / Leontjewo
10961	34.2080287	56.4012265	RSFSR	RSFSR/ Kalinin/ - / Leontjewo, Gusjatino 
10962	35.8733339	57.7937223	RSFSR	RSFSR/ Kalinin/ - / Maksaticha
10963	35.6215531	57.8292966	RSFSR	RSFSR/ Kalinin/ - / Malyschewo
10964	35.6215531	57.8292966	RSFSR	RSFSR/ Kalinin/ - / Malyschewo, Migalewo, B. Saborje 
10965	35.4805221	56.930532	RSFSR	RSFSR/ Kalinin/ Mednoje/ Mednoje 
10966	32.3053577	57.2322205	RSFSR	RSFSR/ Kalinin/ - / rotschino, Shurawljowka 
10967	32.77738	56.22107	RSFSR	RSFSR/ Kalinin/ - / Nelidowo
10968	32.77738	56.22107	RSFSR	RSFSR/ Kalinin/ - / Nelidowo
10969	32.3053577	57.2322205	RSFSR	RSFSR/Kalinin/-/ Nowossokolniki
10970	32.3053577	57.2322205	RSFSR	RSFSR/ Kalinin/ - / Ossetschenka
10971	33.10753	57.14667	RSFSR	RSFSR/ Kalinin/ - / Ostaschkow
10972	33.10753	57.14667	RSFSR	RSFSR/ Kalinin/ - / Ostaschkow
10973	35.90212	56.63798	RSFSR	RSFSR/ Kalinin/ - / Poddubki
10974	34.028484	56.9409243	RSFSR	RSFSR/ Kalinin/ - / Ranzewo
10975	34.028484	56.9409243	RSFSR	RSFSR/ Kalinin/ - / Ranzewo
10976	36.2964971	56.6469913	RSFSR	RSFSR/ Kalinin/ - / Redkino
10977	36.2964971	56.6469913	RSFSR	RSFSR/ Kalinin/ - / Redkino
10978	34.32817	56.26241	RSFSR	RSFSR/ Kalinin/ - / Rshew
10979	34.32817	56.26241	RSFSR	RSFSR/ Kalinin/ - / Rshew
10980	34.32817	56.26241	RSFSR	RSFSR/ Kalinin/ - / Rshew
10981	34.32817	56.26241	RSFSR	RSFSR/ Kalinin/ - / Rshew
10982	34.32817	56.26241	RSFSR	RSFSR/ Kalinin/ Rshew/ Konyschewo
10983	34.32817	56.26241	RSFSR	RSFSR/ Kalinin/ Rshew/ Olenino
10984	34.5642592	57.5836032	RSFSR	RSFSR/ Kalinin/ - / Rshew, Wyschni Wolotschok
10985	36.2964971	56.6469913	RSFSR	RSFSR/ Kalinin/ Sawidowo/ Redkino
10986	36.2964971	56.6469913	RSFSR	RSFSR/ Kalinin/ Sawidowo/ Redkino
10987	33.4144096	56.8537831	RSFSR	RSFSR/ Kalinin/ - / Selisharowo
10988	32.3053577	57.2322205	RSFSR	RSFSR/ Kalinin/ - / Semzy
10989	34.8280018	57.3672918	RSFSR	RSFSR/ Kalinin/ Spirowo/ Wydropushsk 
10990	31.67018	56.28012	RSFSR	RSFSR/ Kalinin/ - / Staraja Toropa 
10991	31.67018	56.28012	RSFSR	RSFSR/ Kalinin/ - / Staraja Toropa
10992	34.96221	57.0436	RSFSR	RSFSR/ Kalinin/ - / Torshok 
10993	34.96221	57.0436	RSFSR	RSFSR/ Kalinin/ Torshok/ Dmitrowskoje 
10994	34.96221	57.0436	RSFSR	RSFSR/ Kalinin/ Torshok/ Dumanowo 
10995	34.96221	57.0436	RSFSR	RSFSR/ Kalinin/ - / Torshok, Kalinin 
10996	35.7503527	56.9364802	RSFSR	RSFSR/ Kalinin/ - / Tschernogubowo 
10997	33.2853958	57.2397064	RSFSR	RSFSR/ Kalinin/ - / Tschorny Dor, Grinino 
10998	33.2853958	57.2397064	RSFSR	RSFSR/ Kalinin/ - / Tschorny Dor, Smoschje 
10999	35.0140953	57.8754116	RSFSR	RSFSR/ Kalinin/ - / Udomlja 
11000	35.8194308	56.8597073	RSFSR	RSFSR/ Kalinin/ - / VMBA-48 
11001	35.9016929	57.0116128	RSFSR	RSFSR/ Kalinin/ - / Wassiljewski Moch 
11002	30.54517	56.34	RSFSR	RSFSR/ Kalinin/ - / Welikije Luki 
11003	30.54517	56.34	RSFSR	RSFSR/ Kalinin/ - / Welikije Luki 
11004	30.54517	56.34	RSFSR	RSFSR/ Kalinin/ - / Welikije Luki 
11005	30.54517	56.34	RSFSR	RSFSR/ Kalinin/ - / Welikije Luki 
11006	30.54517	56.34	RSFSR	RSFSR/ Kalinin/ - / Welikije Luki 
11007	34.5642592	57.5836032	RSFSR	RSFSR/ Kalinin/ - / Wyschni Wolotschok 
11008	34.5642592	57.5836032	RSFSR	RSFSR/ Kalinin/ - / Wyschni Wolotschok 
11009	34.5642592	57.5836032	RSFSR	RSFSR/ Kalinin/-/ Wyschni Wolotschok, Gontscharowo
11010	34.5642592	57.5836032	RSFSR	RSFSR/ Kalinin/ - / Wyschni Wolotschok, Kotarowo
11011	34.5642592	57.5836032	RSFSR	RSFSR/Kalinin/-/ Wyschni Wolotschok, Kotarowo
11012	34.5642592	57.5836032	RSFSR	RSFSR/ Kalinin/ Wyschni Wolotschok/ Krasnomaiski
11013	34.5642592	57.5836032	RSFSR	RSFSR/ Kalinin/ Wyschni Wolotschok/ Ossetschenka, Krasnomaiski, Kotarowo
11014	34.5642592	57.5836032	RSFSR	RSFSR/Kalinin/-/ Wyschni Wolotschok, Leontjewo
11015	34.5642592	57.5836032	RSFSR	RSFSR/Kalinin/-/ Wyschni Wolotschok, Torshok
11016	20.4522144	54.7104264	RSFSR	RSFSR/ - / - / Kaliningrad
11017	20.4522144	54.7104264	RSFSR	RSFSR/ - / - / Kaliningrad
11018	20.4522144	54.7104264	RSFSR	RSFSR/ - / - / Kaliningrad
11019	20.4522144	54.7104264	RSFSR	RSFSR/ - / - / Kaliningrad
11020	20.4522144	54.7104264	RSFSR	RSFSR/-/-/Konigsberg (Kaliningrad)
11021	20.4522144	54.7104264	RSFSR	RSFSR/ - / - / Konigsberg (Kaliningrad)
11022	20.4522144	54.7104264	RSFSR	RSFSR/ Kaliningrad/ - / Bagration owsk
11023	20.4522144	54.7104264	RSFSR	RSFSR/ Kaliningrad/ - / Gut Romitten
11024	20.4522144	54.7104264	RSFSR	RSFSR/ Kaliningrad/ - / Gwardejsk (Tapiau)
11025	21.81557	54.63345	RSFSR	RSFSR/ Kaliningrad/ - / Insterburg (Tschernjachowsk)
11026	21.81557	54.63345	RSFSR	RSFSR/Kaliningrad/-/ Insterburg (Tschernjachowsk)
11027	20.4522144	54.7104264	RSFSR	RSFSR/ Kaliningrad/ - / Kaukiemis (Jasnoje)
11028	20.4522144	54.7104264	RSFSR	RSFSR/ Kaliningrad/ - / Konigsberg (Kaliningrad)
11029	44.0297	43.75741	RSFSR	RSFSR/ Kaliningrad/ - / Metgethen, Prochladja
11030	19.91104	54.65382	RSFSR	RSFSR/ Kaliningrad/ - / Pillau (Baltisk)
11031	20.4522144	54.7104264	RSFSR	RSFSR/ Kaliningrad/ - / Preu&isch-Eylau (Bagrationowsk)
11032	22.02639	55.03111	RSFSR	RSFSR/ Kaliningrad/ - / Ragnit (Neman)
11033	21.38493	55.06338	RSFSR	RSFSR/ Kaliningrad/ - / Seckenburg
11034	21.8787067	55.0788538	RSFSR	RSFSR/ Kaliningrad/ - / Tilsit (Sowetsk)
11035	20.4522144	54.7104264	RSFSR	RSFSR/ Kaliningrad/ - / Trammen (Tramischen)
11036	21.81557	54.63345	RSFSR	RSFSR/ Kaliningrad/ - / Tschernjachowsk (Insterburg)
11037	21.2279065	54.6141458	RSFSR	RSFSR/ Kaliningrad/ - / Wehlau (Smensk)
11038	46.8361718	45.4381266	RSFSR	RSFSR/ Kalmykien/-/ Ulan-Chol
11039	47.3628351	45.394801	RSFSR	RSFSR/ Kalmykien/ Lagan/ Lagan
11040	44.0360293	47.5982616	RSFSR	RSFSR/ Kalmykien/ Lagan/ Kanukowo
11041	34.3729083	54.0659225	RSFSR	RSFSR/ Kaluga/ - / Fajansowaja
11042	33.715297	54.236228	RSFSR	RSFSR/ Kaluga/ - / Kusmitschi
11043	34.448794	53.864066	RSFSR	RSFSR/ Kaluga/ - / Ljudinowo
11044	36.464106	55.007621	RSFSR	RSFSR/Kaluga/-/ Malojaroslawez
11045	36.464106	55.007621	RSFSR	RSFSR/Kaluga/-/ Malojaroslawez
11046	35.931456	54.808955	RSFSR	RSFSR/Kaluga/-/ Suchinitschi, Kondrowo
11047	36.810135	54.820916	RSFSR	RSFSR/ Kaluga/ Wyssokinitschi/ Durow-Sowchos
11048	42.060299	44.227317	RSFSR	RSFSR/ Karatschai-Tscherkes-sien/ Mikojan-Kreis/ Chumara
11049	42.0591708	44.2273974	RSFSR	RSFSR/ Karatschai-Tscherkes-sien/ - /Tscherkessk
11050	40.5595653	43.8367276	RSFSR	RSFSR/ Karatschai-Tscherkes-sien/ Ust-Dsheguta/ Washnoje
11051	36.441742	63.840711	RSFSR	RSFSR/ Karelien / Belomorsk/ Malenga
11052	34.418865	64.294276	RSFSR	RSFSR/ Karelien / Belomorsk/ Letneretschenski
11053	34.763331	64.529464	RSFSR	RSFSR/ Karelien / Belomorsk/ Saliwy
11054	35.548518	64.189168	RSFSR	RSFSR/ Karelien / Belomorsk/ Tegosero
11055	35.548518	64.189168	RSFSR	RSFSR/ Karelien / Belomorsk/ Tegosero
11056	30.938695	61.809893	RSFSR	RSFSR/ Karelien / - / Iljinskaja, Derewjanka, Harlu
11057	32.168416	65.156618	RSFSR	RSFSR/ Karelien / Kalewaly/ Kepa
11058	34.26253	62.208798	RSFSR	RSFSR/Karelien/-/ Kondopoga
11059	36.441742	63.840711	RSFSR	RSFSR/ Karelien / - / Malenga
11060	34.450274	62.908269	RSFSR	RSFSR/ Karelien / - / Medweshja Gora
11061	34.467273	62.913483	RSFSR	RSFSR/Karelien/-/ Medweshjegorsk
11062	34.467273	62.913483	RSFSR	RSFSR/Karelien/-/ Medweshjegorsk, Petrosawodsk
11063	34.30757	63.739421	RSFSR	RSFSR/ Karelien / Medweshjegorsk/ Segesha
11064	33.483493	62.936396	RSFSR	RSFSR/ Karelien / - / Naarlahti
11065	34.437986	61.207515	RSFSR	RSFSR/ Karelien / - / Pai, Sjassosero
11066	34.3640396	61.7781617	RSFSR	RSFSR/ Karelien / - / Petrosawodsk
11067	34.3640396	61.7781617	RSFSR	RSFSR/Karelien/-/ Petrosawodsk
11068	34.3640396	61.7781617	RSFSR	RSFSR/ Karelien / - / Petrosawodsk
11069	34.3640396	61.7781617	RSFSR	RSFSR/Karelien/-/ Petrosawodsk
11070	34.3640396	61.7781617	RSFSR	RSFSR/Karelien/-/ Petrosawodsk, Kappesalka
11071	34.3640396	61.7781617	RSFSR	RSFSR/Karelien/-/ Petrosawodsk, Kutichosskaja
11072	34.3640396	61.7781617	RSFSR	RSFSR/ Karelien/-/ Petrosawodsk, Solomennoje
11073	34.3640396	61.7781617	RSFSR	RSFSR/ Karelien / - / Petrosawodsk, Solomennoje, Werksiedlung Sulash-Gora
11074	34.3640396	61.7781617	RSFSR	RSFSR/Karelien/-/ Petrosawodsk, Kukowka
11075	34.3640396	61.7781617	RSFSR	RSFSR/ Karelien / - / Pitkaranta
11076	30.93569	61.808758	RSFSR	RSFSR/ Karelien / Pitkaranta/ Harlu
11077	29.1393234	63.609725	RSFSR	RSFSR/ Karelien / Pitkaranta/ Laskela
11078	29.1393234	63.609725	RSFSR	RSFSR/ Karelien / Pitkaranta/ Laskela
11079	29.1393234	63.609725	RSFSR	RSFSR/ Karelien / Pitkaranta/ Suojarvi
11080	29.1393234	63.609725	RSFSR	RSFSR/ Karelien / - / Pjashijewa Selga, Witschka
11081	34.4295816	61.5641929	RSFSR	RSFSR/ Karelien / Prioneshski/ Derewjanka
11082	36.4874367	61.8056575	RSFSR	RSFSR/ Karelien / Pudosh/ -
11083	36.4874367	61.8056575	RSFSR	RSFSR/ KareLien / Pudosh/ Botschilowo
11084	36.4874367	61.8056575	RSFSR	RSFSR/ Karelien / Pudosh/ Botschilowo, Porschta
11085	36.4874367	61.8056575	RSFSR	RSFSR/ Karelien / Pudosh/ Kolowo
11086	36.4874367	61.8056575	RSFSR	RSFSR/ Karelien / Pudosh/ Kubowskaja
11087	36.4874367	61.8056575	RSFSR	RSFSR/ Karelien / Pudosh/ Nowo-Stekljannoje
11088	36.4874367	61.8056575	RSFSR	RSFSR/ Karelien / Pudosh/ Pjalma
11089	36.4874367	61.8056575	RSFSR	RSFSR/ Karelien / Pudosh/ Podporoshje
11090	36.4874367	61.8056575	RSFSR	RSFSR/ Karelien / Pudosh/ Porschta
11091	36.53454	61.80988	RSFSR	RSFSR/ Karelien / Pudosh/ Pudosh
11092	36.53454	61.80988	RSFSR	RSFSR/ Karelien / Pudosh/ Pudosh
11093	36.4874367	61.8056575	RSFSR	RSFSR/ Karelien / Pudosh/ Schala, Nowo-Stekljannoje
11094	36.4874367	61.8056575	RSFSR	RSFSR/ Karelien / Pudosh/ Schalski
11095	36.4874367	61.8056575	RSFSR	RSFSR/ Karelien / Pudosh/ Tschernoretschenski, Bessow Nos
11096	34.2835383	63.7405622	RSFSR	RSFSR/ Karelien / Segesha/ -
11097	34.2835383	63.7405622	RSFSR	RSFSR/ Karelien / Segesha/ Petrowski Jam
11098	34.2835383	63.7405622	RSFSR	RSFSR/ Karelien / Segesha/ Polga
11099	34.32218	63.74147	RSFSR	RSFSR/ Karelien / Segesha/ Segesha
11100	34.32218	63.74147	RSFSR	RSFSR/ Karelien / Segesha/ Segesha
11101	34.32218	63.74147	RSFSR	RSFSR/ Karelien / Segesha/ Segesha
11102	34.32218	63.74147	RSFSR	RSFSR/ Karelien / Segesha/ Segesha
11103	34.32218	63.74147	RSFSR	RSFSR/ Karelien / Segesha/ Segesha
11104	34.32218	63.74147	RSFSR	RSFSR/ Karelien /Segesha/ Segesha
11105	34.32218	63.74147	RSFSR	RSFSR/ Karelien / Segesha/ Segesha
11106	53.68348	63.56705	RSFSR	RSFSR/ Karelien / - / Uchta
11107	29.1393234	63.609725	RSFSR	RSFSR/ Karelien / - / Uuksu, Pjashijewa Selga, Kudama, Lahta
11108	84.88611	55.72306	RSFSR	RSFSR/ Kemerowo/ -/ Jurga
11109	84.88611	55.72306	RSFSR	RSFSR/ Kemerowo/ - / Jurga
11110	84.88611	55.72306	RSFSR	RSFSR/ Kemerowo/ - / Jurga
11111	84.88611	55.72306	RSFSR	RSFSR/ Kemerowo/ - / Jurga-1
11112	86.7591829	53.888753	RSFSR	RSFSR/ Kemerowo/ - / Prokopjewsk
11113	87.1215705	53.7595935	RSFSR	RSFSR/ Kemerowo/ - / Stalinsk (Nowokusnezk) 
11114	87.1215705	53.7595935	RSFSR	RSFSR/ Kemerowo/ - / Stalinsk (Nowokusnezk) 
11115	87.1215705	53.7595935	RSFSR	RSFSR/ Kemerowo/ - / Stalinsk (Nowokusnezk) 
11116	87.1215705	53.7595935	RSFSR	RSFSR/ Kemerowo/ - / Stalinsk (Nowokusnezk) 
11117	46.6866055	43.8453786	RSFSR	RSFSR/ Kislar/ - / Kislar 
11118	29.48856	59.4430147	RSFSR	RSFSR/ Kingissepp/ Wolossowo/ Kikerino 
11119	29.48856	59.4430147	RSFSR	RSFSR/ Kingissepp/ Wolossowo/ Wolossowo 
11120	29.48856	59.4430147	RSFSR	RSFSR/ Kingissepp/ Wolossowo/ Wolossowo 
11121	49.66007	58.59665	RSFSR	RSFSR/ - / - / Kirow 
11122	49.66007	58.59665	RSFSR	RSFSR/ - / - / Kirow 
11123	49.66007	58.59665	RSFSR	RSFSR/ - / - / Kirow 
11124	49.66007	58.59665	RSFSR	RSFSR/ - / - / Kirow 
11125	49.66007	58.59665	RSFSR	RSFSR/ - / - / Kirow 
11126	49.66007	58.59665	RSFSR	RSFSR/ - / - / Kirow 
11127	49.66007	58.59665	RSFSR	RSFSR/ - / - / Kirow 
11128	49.66007	58.59665	RSFSR	RSFSR/ Kirow/ - / -
11129	45.6189432	58.4838319	RSFSR	RSFSR/ Kirow/ - / 14 km van der Lagerverwaltung entfernt 
11130	50.6225383	58.4607615	RSFSR	RSFSR/ Kirow/ - / Ardaschi 
11131	48.790185	59.5121164	RSFSR	RSFSR/ Kirow/ - / Besboshnik 
11132	52.4339177	59.4954063	RSFSR	RSFSR/ Kirow/ - / Fosforitja
11133	45.6189432	58.4838319	RSFSR	RSFSR/Kirow/-/Ima
11134	52.4339177	59.4954063	RSFSR	RSFSR/ Kirow/ Kai/ Fosforitja
11135	45.6189432	58.4838319	RSFSR	RSFSR/ Kirow/ Kai/ Werchnekamskaja, Wolosniza
11136	51.0484031	56.9440157	RSFSR	RSFSR/ Kirow/ Kilmes/ Kilmes
11137	45.6189432	58.4838319	RSFSR	RSFSR/ Kirow/ - / Latyschski
11138	45.6189432	58.4838319	RSFSR	RSFSR/ Kirow/ - / Loiga
11139	49.4036092	58.5155329	RSFSR	RSFSR/ Kirow/ - / Ljangassowo
11140	49.4036092	58.5155329	RSFSR	RSFSR/ Kirow/ - / Ljangassowo
11141	52.1901421	58.6772898	RSFSR	RSFSR/ Kirow/ - / Omutninsk
11142	49.6947628	58.4954545	RSFSR	RSFSR/ Kirow/ - / Posdino
11143	50.1277578	58.7265468	RSFSR	RSFSR/ Kirow/ - / Slobodskoi
11144	51.2402135	56.2556588	RSFSR	RSFSR/ Kirow/ - / Sosnowka
11145	45.6189432	58.4838319	RSFSR	RSFSR/ Kirow/ - / Stalja
11146	45.6189432	58.4838319	RSFSR	RSFSR/ Kirow/ - / Suslowka
11147	51.5077104	59.7147641	RSFSR	RSFSR/Kirow/-/ Werchnekamskaja
11148	51.5077104	59.7147641	RSFSR	RSFSR/ Kirow/ Werchnekamski/ Sosimski
11149	51.5077104	59.7147641	RSFSR	RSFSR/ Kirow/ Werchnekamski/ Sosimski
11150	51.0710189	56.2275382	RSFSR	RSFSR/Kirow/-/ Wjatskije Poljany
11151	51.0710189	56.2275382	RSFSR	RSFSR/Kirow/-/ Wjatskije PoLjany
11152	51.0710189	56.2275382	RSFSR	RSFSR/ Kirow/ Wjatskije Poljany/ N. BeLoi'rka
11153	46.8930779	63.5313892	RSFSR	RSFSR/ Komi/ -/-
11154	46.8930779	63.5313892	RSFSR	RSFSR/ Komi/ - / -
11155	46.8930779	63.5313892	RSFSR	RSFSR/ Komi/-/-
11156	46.8930779	63.5313892	RSFSR	RSFSR/ Komi/ -/ Knjashpogost
11157	46.8930779	63.5313892	RSFSR	RSFSR/ Komi/ Knjashpogost/ WoshajeL
11158	46.8930779	63.5313892	RSFSR	RSFSR/ Komi/ -/Lemju
11159	46.8930779	63.5313892	RSFSR	RSFSR/ Komi/ - / Sewsheldorlag
11160	50.8339029	61.6478508	RSFSR	RSFSR/ Komi/ - / Syktywkar
11161	50.8339029	61.6478508	RSFSR	RSFSR/ Komi/ - / Syktywkar
11162	46.8930779	63.5313892	RSFSR	RSFSR/ Komi/ Ust-Wym/ Sheschart
11163	40.9698928	57.7774816	RSFSR	RSFSR/ - / - / Kostroma
11164	38.987221	45.0392674	RSFSR	RSFSR/ - / - / Krasnodar
11165	38.987221	45.0392674	RSFSR	RSFSR/ - / - / Krasnodar
11166	38.987221	45.0392674	RSFSR	RSFSR/ - / - / Krasnodar
11167	38.987221	45.0392674	RSFSR	RSFSR/ - / - / Krasnodar
11168	38.987221	45.0392674	RSFSR	RSFSR/ - / - / Krasnodar
11169	39.92391	43.42896	RSFSR	RSFSR/ Krasnodar/ - / Adler
11170	39.7341543	43.6028079	RSFSR	RSFSR/ Krasnodar/ - / Apa, Sotschi
11171	41.1111326	44.9873603	RSFSR	RSFSR/ Krasnodar/ - / Apscheronsk, Noworossisk, Armawir
11172	41.1111326	44.9873603	RSFSR	RSFSR/ Krasnodar/ - / Armawir
11173	41.1111326	44.9873603	RSFSR	RSFSR/ Krasnodar/ - / Armawir
11174	41.1111326	44.9873603	RSFSR	RSFSR/ Krasnodar/ - / Armawir
11175	41.1111326	44.9873603	RSFSR	RSFSR/ Krasnodar/ - / Armawir
11176	39.726798	44.4654077	RSFSR	RSFSR/ Krasnodar/ -/ Armawir, Krasnodar, Apscheronsk
11177	37.7177625	44.715513	RSFSR	RSFSR/ Krasnodar/ - / Armawir, Noworossisk
11178	39.8817157	44.7591972	RSFSR	RSFSR/ Krasnodar/ Beloretschensk/ Beloretschensk
11179	39.8817157	44.7591972	RSFSR	RSFSR/Krasnodar/-/ Beloretschensk
11180	38.8759717	45.0534624	RSFSR	RSFSR/ Krasnodar/-/ Chadyshensk
11181	38.8759717	45.0534624	RSFSR	RSFSR/^ Krasnodar/ - / Chadyshensk
11182	38.8759717	45.0534624	RSFSR	RSFSR/ Krasnodar/ - / Chadyshensk
11183	38.0185089	44.5765636	RSFSR	RSFSR/ Krasnodar/ Gelendshik/ Dshugba, Pschada
11184			RSFSR	RSFSR/Krasnodar/-/ Gluchari (Georgien/ KLuchori)
11185	40.9766453	57.0050671	RSFSR	RSFSR/ Krasnodar/ Iwanowo/ Iwanowo
11186	36.9295167	45.110518	RSFSR	RSFSR/ Krasnodar/ - / Jurjewka
11187	36.9295167	45.110518	RSFSR	RSFSR/ Krasnodar/ Krasnoarmejskaja/ Mogilnoje
11188	41.1111326	44.9873603	RSFSR	RSFSR/ Krasnodar/ - / Krasnodar, Armawir
11189	37.7177625	44.715513	RSFSR	RSFSR/ Krasnodar/ - / Krasnodar, Noworossisk
